2017-11-11T06:14:19.000Z,10,11810521,142237,9944,11907,1
2017-11-12T21:33:05.000Z,25,541428,1128,1036,691,1
2017-11-13T20:00:03.000Z,23,814126,71050,1805,12175,1
2017-11-13T17:13:02.000Z,22,102835,666,87,305,1
2017-11-14T21:00:47.000Z,23,891912,122350,455,7459,1
2017-11-15T14:01:03.000Z,1,3979891,151850,2378,8079,1
2017-11-13T20:09:58.000Z,28,5531707,72727,3362,14816,1
2017-11-14T00:45:15.000Z,28,2900560,37330,34908,10768,1
2017-11-14T04:55:24.000Z,23,2223948,76807,1169,4176,1
2017-11-14T08:30:01.000Z,23,3842156,43972,2288,2854,1
2017-11-14T15:32:51.000Z,23,1147169,31832,1902,1498,1
2017-11-14T12:06:56.000Z,26,1961066,142740,773,8471,1
2017-11-13T17:00:00.000Z,23,2893243,202959,3900,18800,1
2017-11-15T19:02:02.000Z,22,17862,1013,36,47,1
2017-11-15T09:49:41.000Z,20,415096,8687,83,147,1
2017-11-15T06:42:14.000Z,24,3621389,141682,1289,8127,1
2017-11-14T20:46:23.000Z,20,645569,11541,206,734,1
2017-11-15T09:37:52.000Z,10,807094,30687,979,4867,1
2017-11-14T18:31:20.000Z,24,2918106,93040,1765,6493,1
2017-11-14T16:43:11.000Z,23,1012513,20036,6510,5153,1
2017-11-15T04:59:31.000Z,10,52323,806,55,129,1
2017-11-15T02:00:01.000Z,23,1451881,16654,830,1632,1
2017-11-15T16:00:02.000Z,1,127747,156,50,292,1
2017-11-14T22:35:58.000Z,24,1470628,64893,2282,14080,1
2017-11-14T21:00:02.000Z,22,1803724,57470,5261,7483,1
2017-11-14T17:00:07.000Z,1,1496471,43974,2045,9442,1
2017-11-15T08:35:01.000Z,24,788000,10315,160,1288,1
2017-11-14T18:57:46.000Z,24,260982,474,26,85,1
2017-11-14T15:18:53.000Z,24,1088036,51347,256,2707,1
2017-11-15T16:00:09.000Z,23,1177957,185759,1370,9801,1
2017-11-14T13:00:00.000Z,24,748481,20756,3054,5762,1
2017-11-15T14:00:02.000Z,24,1559003,29898,884,1838,1
2017-11-13T20:47:49.000Z,1,520049,28187,452,1607,1
2017-11-15T01:30:00.000Z,23,612112,44648,787,4014,1
2017-11-14T23:49:42.000Z,25,381026,2267,171,1021,1
2017-11-15T22:00:00.000Z,24,313325,8762,116,3110,1
2017-11-15T12:28:54.000Z,1,1621002,49600,2917,2645,1
2017-11-15T14:52:38.000Z,26,387902,24443,414,1346,1
2017-11-15T00:23:17.000Z,25,193382,1908,181,1199,1
2017-11-15T20:00:02.000Z,23,808317,49439,254,54943,1
2017-11-14T11:00:03.000Z,24,964813,17124,1083,2662,1
2017-11-13T15:48:57.000Z,23,552895,32570,586,819,1
2017-11-15T03:09:59.000Z,22,5386,7,2,1,1
